Nome do Arquivo,Página,Conteúdo
termo-uso-politica-privacidade-lgpd (1).pdf,15,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
15"
termo-uso-politica-privacidade-lgpd.pdf,1,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
TERMO DE USO
E POLÍTICA DE
PRIVACIDADE
Superintendência de Governança e Estratégia
1"
termo-uso-politica-privacidade-lgpd.pdf,2,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
TERMO DE USO
E POLÍTICA DE
PRIVACIDADE
Superintendência de Governança e Estratégia
2"
termo-uso-politica-privacidade-lgpd.pdf,3,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
Agência Nacional do Petróleo, Gás Natural e Biocombustíveis
Setembro, 2021
Diretor-Geral
Rodolfo Henrique de Saboia
Diretores
Symone Christine de Santana Araújo
José Cesário Cecchi
Dirceu Cardoso Amorelli Junior
Raphael Neves Moura (Diretor Substituto)
Superintendência de Governança e Estratégia
José Gutman – Superintendente de Governança e Estratégia
Sergio Alonso Trigo – Superintendente Adjunto de Governança e Estratégia
Elaboração
Raphael Borges Rodrigues – Coordenador de Governança
Andréa da Silva Fonseca – Assessora de Superintendência
André Moreira Nascimento – Especialista em Regulação
Aline Pereira dos Santos – Estagiária na Coordenação de Governança
3"
termo-uso-politica-privacidade-lgpd.pdf,4,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
1. QUAIS INFORMAÇÕES ESTÃO PRESENTES NESTE DOCUMENTO
Este documento trata do Termo de Uso e Política de Privacidade para os serviços de combustíveis e de petróleo e derivados
prestados pela Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP.
No Termo de Uso, o usuário dos serviços de combustíveis e de petróleo e derivados encontrará informações sobre: o
funcionamento dos serviços e as regras aplicáveis a eles; o arcabouço legal relacionado à prestação dos serviços; as
responsabilidades do usuário ao utilizar os serviços; as responsabilidades da administração pública federal ao prover os
serviços; informações para contato para dirimir dúvidas ou atualizar informações; e o foro responsável por eventuais
reclamações caso questões deste Termo de Uso tenham sido violadas.
Na Política de Privacidade, o usuário dos serviços de combustíveis e de petróleo e derivados encontrará informações sobre: o
tratamento dos dados pessoais realizados, de forma automatizada ou não, e a sua finalidade; os dados pessoais dos usuários
necessários para a prestação dos serviços; a forma como os dados são coletados; se há compartilhamento de dados com
terceiros; e as medidas de segurança implementadas para proteger os dados pessoais.
2. TERMO DE USO
2.1. ACEITAÇÃO DO TERMO DE USO E POLÍTICA DE PRIVACIDADE
Ao utilizar os serviços, o usuário confirma que leu e compreendeu o Termo de Uso e a Política de Privacidade aplicáveis aos
serviços de combustíveis e de petróleo e derivados e concorda em ficar vinculado a eles.
2.2. DEFINIÇÕES
Para melhor compreensão deste documento, neste Termo de Uso e Política de Privacidade, consideram-se:
Agentes de tratamento: o controlador e o operador.
Agente público: todo aquele que exerce, ainda que transitoriamente ou sem remuneração, por eleição, nomeação, designação,
contratação ou qualquer outra forma de investidura ou vínculo, mandato, cargo, emprego ou função nos órgãos e entidades
da Administração Pública, direta e indireta.
Autoridade Nacional de Proteção de Dados Pessoais - ANPD: órgão da administração pública responsável por zelar,
implementar e fiscalizar o cumprimento da Lei Geral de Proteção de Dados Pessoais em todo o território nacional.
Banco de dados: conjunto estruturado de dados pessoais, estabelecido em um ou em vários locais, em suporte eletrônico ou
físico.
Código malicioso: qualquer programa de computador, ou parte de um programa, construído com a intenção de provocar
danos, obter informações não autorizadas ou interromper o funcionamento de sistemas e/ou redes de computadores.
Consentimento: manifestação livre, informada e inequívoca pela qual o titular concorda com o tratamento de seus dados
pessoais para uma finalidade determinada.
Controlador: pessoa natural ou jurídica, de direito público ou privado, a quem competem as decisões referentes ao tratamento
de dados pessoais.
Dado pessoal: informação relacionada a pessoa natural identificada ou identificável.
Dado pessoal sensível: dado pessoal sobre origem racial ou étnica, convicção religiosa, opinião política, filiação a sindicato ou
a organização de caráter religioso, filosófico ou político, dado referente à saúde ou à vida sexual, dado genético ou biométrico,
quando vinculado a uma pessoa natural.
Eliminação: exclusão de dado ou de conjunto de dados armazenados em banco de dados, independentemente do
procedimento empregado.
Encarregado: pessoa indicada pelo controlador e operador para atuar como canal de comunicação entre o controlador, os
titulares dos dados e a Autoridade Nacional de Proteção de Dados (ANPD).
4"
termo-uso-politica-privacidade-lgpd.pdf,5,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
Internet: o sistema constituído do conjunto de protocolos lógicos, estruturado em escala mundial para uso público e irrestrito,
com a finalidade de possibilitar a comunicação de dados entre terminais por meio de diferentes redes, conforme a Lei nº
12.965, de 23 de abril de 2014.
Lei Geral de Proteção de Dados Pessoais - LGPD: Lei nº 13.709, de 14 de agosto de 2018, que dispõe sobre o tratamento de
dados pessoais, inclusive nos meios digitais, por pessoa natural ou por pessoa jurídica de direito público ou privado, com o
objetivo de proteger os direitos fundamentais de liberdade e de privacidade e o livre desenvolvimento da personalidade da
pessoa natural.
Operador: pessoa natural ou jurídica, de direito público ou privado, que realiza o tratamento de dados pessoais em nome do
controlador.
Sítios e aplicativos: os sítios são um conjunto de páginas disponíveis na Internet, e os aplicativos são softwares que executam
um grupo de funções com o objetivo de disponibilizar um serviço aos usuários.
Terceiro: pessoa ou entidade que não participa diretamente em um contrato, em um ato jurídico ou em um negócio, ou que,
para além das partes envolvidas, pode ter interesse em um processo jurídico.
Titular: pessoa natural a quem se referem os dados pessoais que são objeto de tratamento.
Tratamento: toda operação realizada com dados pessoais, como as que se referem a coleta, produção, recepção, classificação,
utilização, acesso, reprodução, transmissão, distribuição, processamento, arquivamento, armazenamento, eliminação,
avaliação ou controle da informação, modificação, comunicação, transferência, difusão ou extração.
Uso compartilhado de dados: comunicação, difusão, transferência internacional, interconexão de dados pessoais ou
tratamento compartilhado de bancos de dados pessoais por órgãos e entidades públicos no cumprimento de suas
competências legais, ou entre esses e entes privados, reciprocamente, com autorização específica, para uma ou mais
modalidades de tratamento permitidas por esses entes públicos, ou entre entes privados.
Usuários (ou Usuário, quando individualmente considerado): todas as pessoas naturais que utilizarem os serviços de
combustíveis e de petróleo e derivados, mesmo como representantes de pessoas jurídicas.
Violação de dados pessoais: violação de segurança que provoque, de modo acidental ou ilícito, a destruição, a perda, a
alteração, a divulgação ou o acesso não autorizado a dados pessoais transmitidos, conservados ou sujeitos a qualquer outro
tipo de tratamento.
2.3. ARCABOUÇO LEGAL
O arcabouço legal aplicável aos serviços de combustíveis e de petróleo e derivados compreende:
 Decreto nº 10.712, de 2 de junho de 2021: Regulamenta a Lei nº 14.134, de 8 de abril de 2021, que dispõe sobre as atividades
relativas ao transporte de gás natural, de que trata o art. 177 da Constituição, e sobre as atividades de escoamento,
tratamento, processamento, estocagem subterrânea, acondicionamento, liquefação, regaseificação e comercialização de
gás natural.
 Lei nº 14.134, de 8 de abril de 2021: Dispõe sobre as atividades relativas ao transporte de gás natural, de que trata o art.
177 da Constituição Federal, e sobre as atividades de escoamento, tratamento, processamento, estocagem subterrânea,
acondicionamento, liquefação, regaseificação e comercialização de gás natural; altera as Leis nºs 9.478, de 6 de agosto de
1997, e 9.847, de 26 de outubro de 1999; e revoga a Lei nº 11.909, de 4 de março de 2009, e dispositivo da Lei nº 10.438,
de 26 de abril de 2002.
 Decreto nº 10.046, de 9 de outubro de 2019: Dispõe sobre a governança no compartilhamento de dados no âmbito da
administração pública federal e institui o Cadastro Base do Cidadão e o Comitê Central de Governança de Dados.
 Decreto nº 9.888, de 27 de junho de 2019: Dispõe sobre a definição das metas compulsórias anuais de redução de emissões
de gases causadores do efeito estufa para a comercialização de combustíveis de que trata a Lei nº 13.576, de 26 de
dezembro de 2017, e institui o Comitê da Política Nacional de Biocombustíveis - Comitê RenovaBio.
 Lei nº 13.848, de 25 de junho de 2019: Dispõe sobre a gestão, a organização, o processo decisório e o controle social das
agências reguladoras, altera a Lei nº 9.427, de 26 de dezembro de 1996, a Lei nº 9.472, de 16 de julho de 1997, a Lei nº
5"
termo-uso-politica-privacidade-lgpd.pdf,6,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
9.478, de 6 de agosto de 1997, a Lei nº 9.782, de 26 de janeiro de 1999, a Lei nº 9.961, de 28 de janeiro de 2000, a Lei nº
9.984, de 17 de julho de 2000, a Lei nº 9.986, de 18 de julho de 2000, a Lei nº 10.233, de 5 de junho de 2001, a Medida
Provisória nº 2.228-1, de 6 de setembro de 2001, a Lei nº 11.182, de 27 de setembro de 2005, e a Lei nº 10.180, de 6 de
fevereiro de 2001.
 Decreto nº 9.637, de 26 de dezembro de 2018: Institui a Política Nacional de Segurança da Informação, dispõe sobre a
governança da segurança da informação, e altera o Decreto nº 2.295, de 4 de agosto de 1997, que regulamenta o disposto
no art. 24, caput, inciso IX, da Lei nº 8.666, de 21 de junho de 1993, e dispõe sobre a dispensa de licitação nos casos que
possam comprometer a segurança nacional.
 Lei nº 13.709, de 14 de agosto de 2018: Dispõe sobre o tratamento de dados pessoais, inclusive nos meios digitais, por
pessoa natural ou por pessoa jurídica de direito público ou privado, com o objetivo de proteger os direitos fundamentais
de liberdade e de privacidade e o livre desenvolvimento da personalidade da pessoa natural.
 Lei nº 13.576, de 26 de dezembro de 2017: Dispõe sobre a Política Nacional de Biocombustíveis (RenovaBio) e dá outras
providências.
 Lei nº 13.460, de 26 de junho de 2017: Dispõe sobre participação, proteção e defesa dos direitos do usuário dos serviços
públicos da administração pública.
 Lei nº 13.444, de 11 de maio de 2017: Dispõe sobre a Identificação Civil Nacional (ICN).
 Instrução Normativa nº 12, de 10 de maio de 2017: Política de Segurança da Informação e Comunicações da ANP.
 Decreto nº 8.936, de 19 de dezembro de 2016: Institui a Plataforma de Cidadania Digital e dispõe sobre a oferta dos serviços
públicos digitais, no âmbito dos órgãos e das entidades da administração pública federal direta, autárquica e fundacional.
 Decreto nº 8.777, de 11 de maio de 2016: Institui a Política de Dados Abertos do Poder Executivo federal.
 Lei nº 12.965, de 23 de abril de 2014: Marco Civil da Internet – Estabelece princípios, garantias, direitos e deveres para o
uso da Internet no Brasil.
 Lei nº 12.737, de 30 de novembro de 2012: Dispõe sobre a tipificação criminal de delitos informáticos; altera o Decreto-Lei
nº 2.848, de 7 de dezembro de 1940 - Código Penal; e dá outras providências.
 Decreto nº 7.845, de 14 de novembro de 2012: Regulamenta procedimentos para credenciamento de segurança e
tratamento de informação classificada em qualquer grau de sigilo, e dispõe sobre o Núcleo de Segurança e
Credenciamento.
 Decreto nº 7.724, de 16 de maio de 2012: Regulamenta a Lei nº 12.527, de 18 de novembro de 2011 (Lei de Acesso à
Informação), que dispõe sobre o acesso a informações previsto na Constituição.
 Lei nº 12.527, de 18 de novembro de 2011: Lei de Acesso à Informação – Regula o acesso a informações previsto na
Constituição Federal.
 Lei nº 12.351, de 22 de dezembro de 2010: Dispõe sobre a exploração e a produção de petróleo, de gás natural e de outros
hidrocarbonetos fluidos, sob o regime de partilha de produção, em áreas do pré-sal e em áreas estratégicas; cria o Fundo
Social - FS e dispõe sobre sua estrutura e fontes de recursos; altera dispositivos da Lei nº 9.478, de 6 de agosto de 1997; e
dá outras providências.
 Lei nº 12.276, de 30 de junho de 2010: Autoriza a União a ceder onerosamente à Petróleo Brasileiro S.A. - PETROBRAS o
exercício das atividades de pesquisa e lavra de petróleo, de gás natural e de outros hidrocarbonetos fluidos de que trata o
inciso I do art. 177 da Constituição Federal, e dá outras providências.
 Lei nº 9.847, de 26 de outubro de 1999: Dispõe sobre a fiscalização das atividades relativas ao abastecimento nacional de
combustíveis, de que trata a Lei no 9.478, de 6 de agosto de 1997, estabelece sanções administrativas e dá outras
providências.
 Lei nº 9.784, de 29 de janeiro de 1999: Regula o processo administrativo no âmbito da Administração Pública Federal.
6"
termo-uso-politica-privacidade-lgpd.pdf,7,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
 Decreto nº 2.953, de 28 de janeiro de 1999: Dispõe sobre o procedimento administrativo para aplicação de penalidades
por infrações cometidas nas atividades relativas à indústria do petróleo e ao abastecimento nacional de combustíveis, e dá
outras providências.
 Decreto nº 2.705, de 3 de agosto de 1998: Define critérios para cálculo e cobrança das participações governamentais de
que trata a Lei nº 9.478, de 6 de agosto de 1997, aplicáveis às atividades de exploração, desenvolvimento e produção de
petróleo e gás natural, e dá outras providências.
 Decreto nº 2.455, de 14 de janeiro de 1998: Implanta a Agência Nacional do Petróleo - ANP, autarquia sob regime especial,
aprova sua Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e Funções de Confiança e dá outras
providências.
 Lei nº 9.478, de 6 de agosto de 1997: Dispõe sobre a política energética nacional, as atividades relativas ao monopólio do
petróleo, institui o Conselho Nacional de Política Energética e a Agência Nacional do Petróleo e dá outras providências.
 Normas complementares do Gabinete de Segurança da Informação da Presidência (GSI/PR): Disciplinam a Gestão de
Segurança da Informação e Comunicações na Administração Pública Federal, direta e indireta, e dá outras providências.
2.4. DESCRIÇÃO DOS SERVIÇOS
A Agência Nacional do Petróleo, Gás Natural e Biocombustíveis – ANP, entidade integrante da Administração Federal Indireta,
vinculada ao Ministério de Minas e Energia, tem como finalidade promover a regulação, a contratação e a fiscalização das
atividades econômicas integrantes da indústria do petróleo, do gás natural e dos biocombustíveis, além das atividades
relacionadas à distribuição e revenda de combustíveis.
Nesse contexto, a ANP presta, em meio físico ou digital, aos agentes econômicos e aos consumidores e usuários de bens e
serviços das indústrias de petróleo, de gás natural ou de biocombustíveis um amplo rol de serviços integrantes dos segmentos
de combustíveis e de petróleo e derivados.
No segmento de combustíveis, subdividido em armazenamento, compra, venda e uso, distribuição, formulação e produção,
são prestados serviços de obtenção de autorizações, homologações, habilitações, cadastramentos, aprovações e transferências
de titularidade.
No segmento de petróleo e derivados, subdividido em exploração e produção, importação e exportação, processamento e
comercialização de gás natural, produtos derivados, refino de petróleo, royalties, transporte e outros serviços, são prestados
serviços de comunicações, declarações, solicitações, transferências de titularidade, aprovações, autorizações, credenciamentos,
anuências, registros, homologações, cadastramentos, declarações de utilidade pública e acreditações.
Os requisitos, documentos, etapas e prazos dos serviços estão disponíveis no sítio eletrônico da ANP, na Carta de Serviços ou
no portal de serviços Gov.br para Combustíveis e Petróleo e Derivados.
Os serviços digitais da ANP estão disponíveis nos seguintes meios:
Central de Sistemas da ANP – CSA e Sistema Eletrônico de Informações – SEI: para obter acesso aos serviços digitais da ANP,
o cadastro precisa ser realizado a partir do fornecimento dos dados pelo titular ou obtenção automática, por meio de
integração com outros órgãos públicos.
Os serviços fornecidos aqui estão relacionados às funções legais da ANP, de outorga, regulação e fiscalização. Por meio dos
sistemas do CSA e do SEI, é possível ao titular solicitar autorizações de funcionamento, atualização da situação cadastral,
fornecimento de dados e documentos relacionados à prestação de contas à ANP, manifestação de interesse na participação
em rodadas de licitação de blocos e acompanhamento de processos administrativos em geral. Os dados fornecidos no
cadastro pelo titular podem ser utilizados para a avaliação da qualidade e melhoria dos serviços digitais, em conformidade
com o Decreto nº 8.936, de 19 de dezembro de 2016. A participação do titular na pesquisa de qualidade é opcional. Ao
responder a pesquisa, o titular contribui para que os serviços fornecidos pela ANP possam ser analisados e melhorados.
Aplicativos mobile da ANP: os aplicativos da ANP podem estar disponíveis para as plataformas iOS e Android, na galeria de
aplicativos do governo federal. Dados pessoais como IP e geolocalização podem ser coletados para avaliação do uso do
aplicativo. O aplicativo ANP E&P, por exemplo, possibilita consultas sobre exploração e produção de petróleo e gás natural no
Brasil.
7"
termo-uso-politica-privacidade-lgpd.pdf,8,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
Outros serviços disponibilizados pela ANP, não inteiramente digitais, incluem:
Participação em eventos: os eventos podem ser nacionais ou internacionais, como consultas públicas, audiências públicas,
fóruns, palestras, seminários, road shows ou outro evento que a ANP venha a promover ou participar. Os interessados em
participar fornecem seus dados pelo formulário de inscrição ou por e-mail à ANP.
2.5. DIREITOS DO USUÁRIO DOS SERVIÇOS
O usuário dos serviços de combustíveis e de petróleo e derivados possui os seguintes direitos, conferidos pela Lei Geral de
Proteção de Dados Pessoais:
Direito de confirmação e acesso (art. 18, I e II): é o direito do usuário de obter do serviço a confirmação de que os dados
pessoais que lhe digam respeito são ou não objeto de tratamento e, se for esse o caso, o direito de acessar os seus dados
pessoais.
Direito de retificação (art. 18, III): é o direito de solicitar a correção de dados incompletos, inexatos ou desatualizados.
Direito à limitação do tratamento dos dados (art. 18, IV): é o direito do usuário de limitar o tratamento de seus dados pessoais,
podendo exigir a eliminação de dados desnecessários, excessivos ou tratados em desconformidade com o disposto na Lei
Geral de Proteção de Dados.
Direito de oposição (art. 18, § 2º): é o direito do usuário de, a qualquer momento, se opor ao tratamento de dados por motivos
relacionados com a sua situação particular, com fundamento em uma das hipóteses de dispensa de consentimento ou em
caso de descumprimento ao disposto na Lei Geral de Proteção de Dados Pessoais.
Direito de portabilidade dos dados (art. 18, V): é o direito do usuário de realizar a portabilidade dos dados a outro fornecedor
de serviço ou produto, mediante requisição expressa, de acordo com a regulamentação da autoridade nacional, observados
os segredos comercial e industrial.
Direito de não ser submetido a decisões automatizadas (art. 20, LGPD): o titular dos dados tem direito a solicitar a revisão de
decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses, incluídas
as decisões destinadas a definir o seu perfil pessoal, profissional, de consumo e de crédito ou os aspectos de sua personalidade.
2.6. RESPONSABILIDADES DO USUÁRIO E DA ANP
Responsabilidades do Usuário
O usuário se responsabiliza pela precisão e pela veracidade dos dados informados no cadastro e reconhece que a
inconsistência destes poderá implicar a impossibilidade de utilizar os serviços de combustíveis e de petróleo e derivados
prestados pela ANP.
Durante a utilização do serviço, a fim de resguardar e de proteger os direitos de terceiros, o usuário se compromete a fornecer
somente seus dados pessoais, e não os de terceiros.
O login e senha só poderão ser utilizados pelo usuário cadastrado. Este se compromete em manter o sigilo da senha, que é
pessoal e intransferível, não sendo possível, em qualquer hipótese, a alegação de uso indevido, após o ato de
compartilhamento.
O usuário dos serviços é responsável pela atualização das suas informações pessoais e pelas consequências na omissão ou
erros nas informações pessoais cadastradas.
O usuário é responsável pela reparação de todo e qualquer danos, diretos ou indiretos (inclusive decorrentes de violação de
quaisquer direitos de outros usuários, de terceiros, abrangendo direitos de propriedade intelectual, de sigilo e de
personalidade), que sejam causados à ANP, a qualquer outro usuário, ou, ainda, a terceiros, inclusive em virtude do
descumprimento do disposto neste Termo de Uso e Política de Privacidade ou de qualquer ato praticado a partir de seu acesso
aos serviços, ao sítio eletrônico da ANP e aos sistemas e aplicativos da ANP.
O usuário não deve interferir, comprometer ou interromper o serviço, tampouco os servidores ou as redes conectadas ao
serviço, por meio da transmissão de qualquer malware, worm, vírus, spyware ou qualquer outro código de natureza destrutiva
8"
termo-uso-politica-privacidade-lgpd.pdf,9,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
ou perturbadora. O usuário não pode inserir conteúdo ou códigos ou, de outra forma, alterar ou interferir na maneira como
a página do serviço é exibida ou processada no dispositivo do usuário.
A ANP não poderá ser responsabilizada pelos seguintes fatos:
 Equipamento infectado ou invadido por atacantes;
 Equipamento avariado no momento do consumo de serviços;
 Proteção do dispositivo de acesso do usuário ao serviço;
 Proteção das informações baseadas nos dispositivos de acesso dos usuários;
 Abuso de uso dos dispositivos de acesso dos usuários;
 Monitoração clandestina do dispositivo de acesso dos usuários;
 Vulnerabilidades ou instabilidades existentes nos sistemas dos usuários;
 Perímetro inseguro.
O uso comercial das expressões utilizadas em sistemas e aplicativos da ANP, como marca, nome empresarial ou nome de
domínio, além dos conteúdos do serviço, assim como os programas, bancos de dados, redes e arquivos que permitem que o
usuário acesse sua conta, estão protegidos pelas leis e tratados internacionais de direito autoral, marcas, patentes, modelos e
desenhos industriais.
Ao acessar os sistemas e aplicativos da ANP, os usuários declaram que irão respeitar todos os direitos de propriedade
intelectual e os decorrentes da proteção de marcas, patentes e/ou desenhos industriais, depositados ou registrados, bem
como todos os direitos referentes a terceiros que porventura estejam, ou estiverem de alguma forma, disponíveis nos serviços.
O simples acesso aos serviços não confere aos usuários qualquer direito ao uso dos nomes, títulos, palavras, frases, marcas,
patentes, imagens, dados e informações, dentre outras, que nele estejam ou estiverem disponíveis.
A reprodução dos conteúdos descritos anteriormente está proibida, salvo com prévia autorização por escrito ou caso se
destinem ao uso exclusivamente pessoal e sem que, em nenhuma circunstância, os usuários adquiram qualquer direito sobre
esses conteúdos.
É vedada a utilização dos serviços para finalidades comerciais, publicitárias ou qualquer outra que contrarie a finalidade para
a qual foi concebido, conforme definido neste documento, sob pena de sujeição às sanções cabíveis na Lei nº 9.610, de 19 de
fevereiro de 1998, que protege os direitos autorais no Brasil.
Os visitantes e os usuários assumem toda e qualquer responsabilidade, de caráter civil e/ou criminal, pela utilização indevida
das informações, textos, gráficos, marcas, imagens, enfim, todo e qualquer direito de propriedade intelectual ou industrial do
serviço.
Em nenhuma hipótese, a ANP será responsável pela instalação no equipamento do usuário ou de terceiros, de códigos
maliciosos (vírus, trojans, malware, worm, bot, backdoor, spyware, rootkit, ou de quaisquer outros que venham a ser criados),
em decorrência da navegação na internet pelo usuário.
Responsabilidades da ANP
A ANP, no papel de custodiante das informações pessoais dos usuários, deve cumprir toda a legislação inerente ao uso correto
dos dados pessoais do cidadão, de forma a preservar a privacidade dos dados utilizados nos seus serviços.
Em nenhuma hipótese, a ANP será responsável pela instalação no equipamento do usuário ou de terceiros, de códigos
maliciosos (vírus, trojans, malware, worm, bot, backdoor, spyware, rootkit ou quaisquer outros que venham a ser criados), em
decorrência da navegação na internet pelo usuário.
Em hipótese alguma, o serviço e seus colaboradores responsabilizam-se por eventuais danos diretos, indiretos, emergentes,
especiais, imprevistos ou multas causadas, em qualquer matéria de responsabilidade, seja contratual, objetiva ou civil (inclusive
negligência ou outras), decorrentes de qualquer forma de uso do serviço, mesmo que advertida a possibilidade de tais danos.
Tendo em vista que o serviço lida com informações pessoais, o usuário concorda que não usará robôs, sistemas de varredura
e armazenamento de dados (como spiders ou scrapers), links escondidos ou qualquer outro recurso escuso, ferramenta,
9"
termo-uso-politica-privacidade-lgpd.pdf,10,"TERMO DE USO E POLÍTICA DE PRIVACIDADE DA ANP | SGE – ANP | 2021
programa, algoritmo ou método coletor/extrator de dados automático para acessar, adquirir, copiar ou monitorar o serviço,
sem permissão expressa por escrito do órgão.
Quanto aos aplicativos da ANP para dispositivos móveis, sua comercialização é expressamente proibida. Ao concordar com
este Termo de Uso e utilizar o aplicativo móvel, o usuário receberá uma permissão do órgão para uso não comercial dos
serviços oferecidos pelo aplicativo, o que, em nenhuma hipótese, fará dele proprietário do aplicativo móvel.
Caso o usuário descumpra o Termo de Uso ou a Política de Privacidade, ou seja, investigado em razão de má conduta, a ANP
poderá restringir seu acesso. O usuário também deverá responder legalmente por essa conduta.
A ANP poderá, quanto às ordens judiciais de pedido de informações, compartilhar informações necessárias para investigações
ou tomar medidas relacionadas a atividades ilegais, suspeitas de fraude ou ameaças potenciais contra pessoas, bens ou
sistemas que sustentam o serviço ou de outra forma necessária para cumprir com as obrigações legais. Caso ocorra, a ANP
notificará os titulares dos dados, salvo quando o processo estiver em segredo de justiça.
A ANP se compromete a preservar a funcionalidade do serviço ou aplicativo, utilizando um layout que respeite a usabilidade
e navegabilidade, facilitando a navegação sempre que possível, e a exibir as funcionalidades de maneira completa, precisa e
suficiente, de modo que as operações realizadas no serviço sejam claras.
2.7. INFORMAÇÕES PARA CONTATO
Com fundamento nos arts. 18 e 20 da Lei Geral de Proteção de Dados Pessoais – LGPD, a ANP disponibiliza canal para
recebimento de petições e reclamações do titular de dados pessoais, por meio do portal Fala.BR ou do e-mail:
encarregado@anp.gov.br.
Segundo o art. 5º, inciso VII, da LGPD, o encarregado é a pessoa indicada para atuar como canal de comunicação entre o
controlador, os titulares dos dados, e a Autoridade Nacional de Proteção de Dados (ANPD).
Dados do Encarregado pelo Tratamento de Dados Pessoais (Data Protection Officer)
Nome: Claudio Eduardo Lobato de Abreu Rocha.
Localização: Escritório Central. Av. Rio Branco, 65 / 12º ao 22º andar, Centro – CEP 20090-003 – Rio de Janeiro/RJ
Para exercer seus direitos, entre em contato por meio do sítio Fala.BR ou ligue para a Central de Atendimento ao Consumidor,
no telefone 0800 970 0267, de segunda a sexta-feira, das 8h às 20h.
3. POLÍTICA DE PRIVACIDADE
Esta Política de Privacidade foi elaborada em conformidade com a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet),
e com a Lei nº 13.709, de 14 de agosto de 2018 (Lei Geral de Proteção de Dados Pessoais).
Esta Política de Privacidade poderá ser atualizada em decorrência de eventual atualização normativa, razão pela qual se
convida o usuário a consultar periodicamente esta seção. Ela tem o objetivo de esclarecer, de forma simples, transparente e
objetiva, como se dá o tratamento das informações pessoais coletadas pelos serviços pela ANP.
A ANP se compromete a cumprir as normas previstas na Lei Geral de Proteção de Dados Pessoais (LGPD) e a respeitar os
princípios dispostos no art. 6º:
I - finalidade: realização do tratamento para propósitos legítimos, específicos, explícitos e informados ao titular, sem
possibilidade de tratamento posterior de forma incompatível com essas finalidades;
II - adequação: compatibilidade do tratamento com as finalidades informadas ao titular, de acordo com o contexto do
tratamento;
III - necessidade: limitação do tratamento ao mínimo necessário para a realização de suas finalidades, com abrangência dos
dados pertinentes, proporcionais e não excessivos em relação às finalidades do tratamento de dados;
IV - livre acesso: garantia, aos titulares, de consulta facilitada e gratuita sobre a forma e a duração do tratamento, bem como
sobre a integralidade de seus dados pessoais;
10"
